player,year_signed,apy,med_adjusted_apy,mean_adjusted_apy,smooth_adjusted_apy
JaMarcus Russell,2007,10.166667,6.39269432485323,1.022169155880099,1.4282874926904199
Sam Bradford,2010,12.0,3.3338846671155977,1.2830188591276863,1.5410626881344023
Tom Brady,2013,11.4,25.178571428571434,1.1976498498159285,1.5841857882990555
Michael Vick,2001,6.216667,-0.3066782812958794,0.4601565112443617,0.5636034236060309
Tyrod Taylor,2017,15.25,54.31481481481481,1.7454343262330396,3.6755013007303052
Mike Glennon,2017,15.0,53.388888888888886,1.709863905686474,3.5981659554208805
Carson Palmer,2011,10.75,9.013736351231175,1.105166756394858,1.2121689546629817
Carson Palmer,2003,6.666667,2.044989938650307,0.5241832682281798,0.8245774505542892
Jason Campbell,2005,7.5,0.9889100798191707,0.6427512892895046,0.699438460510031
Nick Foles,2015,12.25,38.289256198347104,1.318589279674252,2.2542317393173255
Matt Cassel,2009,10.5,1.843456412497269,1.0695963358482923,1.16274789158807
Philip Rivers,2004,6.875,0.22508747569129406,0.5538252379230905,0.7175897899425917
Nick Foles,2018,14.5,32.16628175519631,1.6387230645933428,3.1424368107677867
Ryan Fitzpatrick,2011,9.833333,8.115454926296035,0.9747418336302232,0.999626811928709
Vince Young,2006,8.00667,2.5156329610848434,0.7148411492028183,1.3413247920165516
Jake Plummer,2003,5.833532,1.6360893251533741,0.40564341893992795,0.5044745746399715
Ryan Fitzpatrick,2016,12.0,35.162790697674424,1.2830188591276863,2.0685658978470074
Mark Sanchez,2009,9.5,1.57035175879397,0.9273146536620298,0.9713427543004367
Mark Brunell,2004,6.194286,0.004475508021771593,0.45697210491535095,0.5424700696187245
Ben Roethlisberger,2021,14.0,27.02854230377166,1.5675822235002115,4.068109016273043
Drew Bledsoe,2004,6.166667,-0.004475508021771593,0.4530424271350486,0.5353648366491883
Brian Griese,2005,6.453,0.6930846930846931,0.49378236804048775,0.43077548463724163
Brian Griese,2004,5.983333,-0.06389205370868901,0.4269573572131123,0.4882005373900928
Baker Mayfield,2022,15.358,28.553354575351584,1.760800747909156,3.7991875460075684
Matt Schaub,2007,8.0,4.696673189823875,0.7138921303826359,0.8724399039212087
Matt Hasselbeck,2000,4.52625,0.6731533270776224,0.21964113688810627,0.16441744959806046
Justin Fields,2025,20.0,57.06060606060606,2.4212723166177867,3.674470003960084
Carson Palmer,2013,8.5,18.273809523809526,0.7850329714757672,0.9275964912092332
Derek Anderson,2008,8.0,2.9947455827502654,0.7138921303826359,0.9333181253170829
Jameis Winston,2022,14.0,25.879892037786774,1.5675822235002115,3.4004025211536897
Alex Smith,2012,8.0,14.22,0.7138921303826359,0.6950823914351822
Kyle Orton,2010,8.379,1.8957435032936052,0.7678168879312294,0.72002289324568
Teddy Bridgewater,2021,11.5,21.93170234454638,1.211878018034555,3.1719922540155183
Michael Vick,2013,7.5,15.892857142857146,0.6427512892895046,0.7011863887644668
Jordan Love,2023,13.5,23.887921703476366,1.4964413824070801,2.8887401428529462
Jay Cutler,2017,10.0,34.87037037037037,0.998455494755161,2.0514590492323834
Josh McCown,2018,10.0,21.773672055427255,0.998455494755161,1.9228757064789244
Jay Cutler,2006,5.685417,1.058208077623746,0.3845693675829097,0.379122588118655
Matt Hasselbeck,2011,6.666667,5.012302694598309,0.5241832682281798,0.26539074041771515
Andy Dalton,2021,10.0,18.873598369011212,0.998455494755161,2.634322196661003
Ryan Fitzpatrick,2021,10.0,18.873598369011212,0.998455494755161,2.634322196661003
Steve McNair,2006,5.5,0.941791922376254,0.3581879249169794,0.3022638200136116
Matt Flynn,2012,6.5,11.22,0.5004696071032421,0.3488891804836894
Matt Leinart,2006,5.476667,0.9271420350930505,0.35486806642652735,0.29259186093653133
Brian Griese,2003,4.0,0.7361963190184049,0.14476540163758558,-0.19999572882937067
Taysom Hill,2020,10.5,20.85987261146496,1.0695963358482923,2.1976347058233334
Charlie Whitehurst,2010,6.824,1.2781490515556329,0.5465688721315911,0.36743607163508546
Drew Bledsoe,2005,4.5,0.14127286854559581,0.21590624273071687,-0.0703694932801965
Ben Roethlisberger,2004,4.20325,-0.6407974989398237,0.17368415354194341,0.030258380899597995
Matt Schaub,2014,6.75,12.184856736822887,0.5360400276498076,0.6947131204190462
Trevor Lawrence,2021,9.198372,17.239290519877677,0.8843985144275519,2.3469812815030133
Daniel Jones,2025,14.0,38.87878787878788,1.5675822235002115,2.3834529954336285
Kurt Warner,2006,5.0,0.6278612815841693,0.28704708382384814,0.095004593230082
Gardner Minshew,2024,12.5,20.78328841067316,1.3541597002208177,2.463171528399756
Robert Griffin III,2016,7.5,21.209302325581397,0.6427512892895046,0.990722062468642
Zach Wilson,2021,8.787695,16.402028542303768,0.8259667000323438,2.1997754640735594
Kurt Warner,2005,4.0,0.0,0.14476540163758558,-0.19867081891190108
Matt Flynn,2013,5.75,11.726190476190478,0.3937583454635451,0.3049687094861257
Trey Lance,2021,8.526315,15.869143730886849,0.7887771139424987,2.1060846643460107
Kyler Murray,2019,8.789661,34.685537225042296,0.8262464258195222,1.753037804702934
Baker Mayfield,2018,8.170745,17.549064665127023,0.7381860162075293,1.427122762517608
Andrew Luck,2012,5.527,9.274000000000001,0.36202953033600854,0.12432518431315438
Cam Newton,2011,5.506375,3.875282652313768,0.3590949706409169,-0.003639286710385554
Joe Burrow,2020,9.047534,17.776080679405517,0.8629370300499404,1.7889583719131856
Cam Newton,2021,8.25,15.305810397553516,0.7494625509292016,2.0070404630807355
Chase Daniel,2016,7.0,19.658914728682173,0.5716104481963733,0.8709616363154903
Marcus Mariota,2022,9.375,16.77476373422475,0.909529443388747,2.0422429188346993
Jared Goff,2016,6.984418,19.610598449612404,0.569393415024547,0.8672294223948535
Chad Pennington,2010,5.75,0.8515918546639402,0.3937583454635451,0.12391308359021179
Marcus Mariota,2020,8.8,17.25053078556263,0.827717476131646,1.7193104162033002
Jameis Winston,2015,6.337819,18.744856198347104,0.4773942216045917,0.7058065462144981
Robert Griffin III,2012,5.279775,8.77955,0.32685394145750973,0.06726677326149912
Mitchell Trubisky,2017,7.258109,24.71521851851852,0.6083346309037874,1.2032787000891665
Carson Wentz,2016,6.669085,18.63282170542636,0.5245273053357062,0.7917005934745499
Sam Darnold,2018,7.561924,16.143011547344113,0.6515619401772068,1.2621240045011082
Marcus Mariota,2015,6.053494,17.804938842975208,0.4369399823169826,0.6313406269490086
Bryce Young,2023,9.488769,16.284168004655633,0.9257166880893958,1.8299707757068249
Donovan McNabb,2011,5.05,3.4280611582436475,0.29416116793316127,-0.10945625229369309
Kyle Orton,2014,5.5,9.703851314337435,0.3581879249169794,0.37346358823064213
Joe Flacco,2008,4.76,1.230568184911927,0.2528994800991451,0.07639743287409152
Nick Foles,2020,8.0,15.552016985138001,0.7138921303826359,1.4942166328526958
C.J. Stroud,2023,9.069812,15.489986408433218,0.866106781365686,1.7193865591031348
Case Keenum,2019,7.5,29.230118443316407,0.6427512892895046,1.3736419872726389
Matt Cassel,2014,5.25,9.207650229840345,0.3226175043704138,0.30921368179296127
Sam Darnold,2024,10.0,16.28652563019882,0.998455494755161,1.8305933968375316
Blake Bortles,2014,5.163701,9.036363600276285,0.3103387374794215,0.2870348710902995
Caleb Williams,2024,9.871515,16.055419003859125,0.9801744328194592,1.7980826763440227
Teddy Bridgewater,2019,7.25,28.172588832487303,0.607180868742939,1.3000963389529847
Tua Tagovailoa,2020,7.568859,14.636643312101908,0.6525486636431684,1.3729076842932424
Anthony Richardson,2023,8.498508,14.407013400109564,0.7848206872059452,1.5685901640493347
Josh McCown,2014,5.0,8.711449145343254,0.28704708382384814,0.24496377535528047
Kurt Warner,2004,3.0,-1.030757673254371,0.002483719451323007,-0.2792883648404533
Ryan Tannehill,2019,7.0,27.1150592216582,0.5716104481963733,1.2265506906333303
Jayden Daniels,2024,9.436663,15.273248488413191,0.9183029587573983,1.6880515300775838
Brian Hoyer,2015,5.25,15.148760330578511,0.3226175043704138,0.420902152195451
Brian Hoyer,2017,6.0,20.055555555555554,0.4293287660101107,0.8140935242815857
Josh McCown,2017,6.0,20.055555555555554,0.4293287660101107,0.8140935242815857
Drake Maye,2024,9.159941,14.775507212357825,0.8789304870994514,1.6180322157887193
Jason Campbell,2010,4.6,0.3948499771728351,0.2301344109493431,-0.13684244364591935
Mitchell Trubisky,2022,7.4125,12.911236318929513,0.6303016420982066,1.4659427632561008
Jacoby Brissett,2023,8.0,13.46203365476662,0.7138921303826359,1.4370083629321022
Chad Pennington,2008,4.0,0.8167487952955269,0.14476540163758558,-0.12460865547673354
Daniel Jones,2019,6.416014,24.64472927241962,0.4885199377431465,1.0547521747149238
Teddy Bridgewater,2018,6.0,12.535796766743651,0.4293287660101107,0.8388213915554908
Jimmy Garoppolo,2022,7.0,12.099157308071279,0.5716104481963733,1.3448096095357587
Justin Herbert,2020,6.644689,12.674498938428872,0.5210562014170901,1.1128765320943328
Vince Young,2011,4.0,2.3991209911143665,0.14476540163758558,-0.3529135272593963
Alex Smith,2011,4.0,2.3991209911143665,0.14476540163758558,-0.3529135272593963
Nick Foles,2017,5.5,18.203703703703702,0.3581879249169794,0.659422833662736
Josh McCown,2015,4.666667,13.220386776859506,0.23961990385565474,0.2681247739033705
Matt Moore,2013,4.0,7.55952380952381,0.14476540163758558,-0.09124896979221539
Mark Sanchez,2015,4.5,12.669421487603307,0.21590624273071687,0.22447398214667877
Jacoby Brissett,2024,8.0,12.68911540581935,0.7138921303826359,1.324530891587752
Teddy Bridgewater,2022,6.5,11.114819113091599,0.5004696071032421,1.1979815444201922
Taylor Heinicke,2023,7.0,11.566417645910303,0.5716104481963733,1.1730571302192216
Luke McCown,2009,3.75,0.0,0.10919498109101994,-0.12923678510345535
Case Keenum,2020,6.0,11.305732484076431,0.4293287660101107,0.9314821744761859
Tyrod Taylor,2021,5.5,9.699286442405707,0.3581879249169794,1.0213120245974578
Jameis Winston,2021,5.5,9.699286442405707,0.3581879249169794,1.0213120245974578
Matt Cassel,2013,3.7,6.845238095238097,0.10208089698170683,-0.15917200052564526
Chad Henne,2014,4.0,6.726644807354892,0.14476540163758558,-0.01203585039544281
Michael Vick,2014,4.0,6.726644807354892,0.14476540163758558,-0.01203585039544281
Josh Allen,2018,5.295759,10.909374133949195,0.329128171865575,0.6479625178564925
Matt Hasselbeck,2013,3.625,6.666666666666667,0.09140977081773712,-0.17615275820900278
Tony Romo,2006,3.0,-0.6278612815841693,0.002483719451323007,-0.7340323139040362
Josh McCown,2006,3.0,-0.6278612815841693,0.002483719451323007,-0.7340323139040362
Ryan Fitzpatrick,2019,5.5,20.769881556683583,0.3581879249169794,0.7852768007154044
Tyrod Taylor,2019,5.5,20.769881556683583,0.3581879249169794,0.7852768007154044
Kyle Orton,2012,3.5,5.22,0.07362456054445429,-0.3434972414192963
Jason Campbell,2012,3.5,5.22,0.07362456054445429,-0.3434972414192963
Marcus Mariota,2025,8.0,20.6969696969697,0.7138921303826359,1.0924359869071731
David Carr,2007,3.1,0.8610567514677105,0.01671188766994928,-0.3846306034383136
A.J. McCarron,2018,5.0,10.22632794457275,0.28704708382384814,0.5678078128246326
Chase Daniel,2018,5.0,10.22632794457275,0.28704708382384814,0.5678078128246326
Derek Anderson,2010,3.625,0.007612298430376696,0.09140977081773712,-0.357917781954813
Chad Henne,2012,3.375,4.97,0.05583935027117147,-0.37234667566525403
Michael Vick,2009,3.4375,-0.08534520428228097,0.06473195540781289,-0.18905089050584079
Cam Newton,2021,5.1,8.883792048929662,0.30127525204247435,0.8779333426362538
Brian Griese,2006,2.84,-0.7283190866376366,-0.020281349698479025,-0.8003552664747657
Shaun Hill,2010,3.586667,-0.007612298430376873,0.08595568709449108,-0.36660955728137185
Jacoby Brissett,2021,5.0,8.679918450560653,0.28704708382384814,0.842088672145953
Nick Foles,2016,4.25,11.131782945736436,0.18033582218415123,0.21227929247315594
Mason Rudolph,2021,4.985199,8.649743119266054,0.28494117264580926,0.8367833024666834
Ryan Fitzpatrick,2014,3.625,5.982343180609257,0.09140977081773712,-0.10841071005196404
Chase Daniel,2013,3.333333,5.97222142857143,0.049910899419516486,-0.2421891135587604
Josh McCown,2008,3.125,0.3403119980398029,0.020268929724605828,-0.35603013877538087
Ryan Fitzpatrick,2013,3.25,5.773809523809525,0.038054139997888654,-0.26105654662579014
Alex Smith,2009,3.25,-0.13655232685164956,0.038054139997888654,-0.22493935374727203
Tyrod Taylor,2022,5.5,9.146142723132243,0.3581879249169794,0.904325414189059
Ryan Tannehill,2012,3.167128,4.554256,0.02626297243174869,-0.42032259242985986
Jake Locker,2011,3.146501,1.5627406066337242,0.023328128173292693,-0.5508092803317322
Mark Brunell,1995,0.966667,-0.7995081545645257,-0.28682232023351684,-0.4203560364734298
Kyle Orton,2008,3.0,0.2722495984318423,0.002483719451323007,-0.38909035067518766
Justin Fields,2021,4.717988,8.104970438328236,0.24692194206713589,0.7410024000028453
Chad Henne,2016,4.0,10.356589147286822,0.14476540163758558,0.1523990793965801
Mitchell Trubisky,2023,5.625,8.959945633732865,0.37597313519026226,0.8101241852390106
Blaine Gabbert,2011,3.000412,1.419581711323486,0.0025423395043837264,-0.584682070657889
Josh Rosen,2018,4.39944,8.839353348729794,0.20159839677006633,0.40504789798202834
Kevin Kolb,2013,3.05,5.2976190476190474,0.00959780356063611,-0.30633856711474344
Patrick Mahomes,2017,4.106491,13.042559259259258,0.15991712025528287,0.22835283483557073
Ryan Mallett,2015,3.5,9.363636363636363,0.07362456054445429,-0.0374302445850176
Jason Campbell,2010,3.14325,-0.183722831553397,0.022865570424505134,-0.4671516734730792
David Carr,2010,3.125,-0.19097112656575588,0.020268929724605828,-0.47128975031834824
Matt Schaub,2017,4.0,12.648148148148147,0.14476540163758558,0.19541076180618686
Matt Moore,2010,3.043,-0.22353880826512157,0.008601831785332319,-0.489882753129968
Tyrod Taylor,2024,6.0,9.091705181439881,0.4293287660101107,0.8184683863379724
Marcus Mariota,2024,6.0,9.091705181439881,0.4293287660101107,0.8184683863379724
Josh Freeman,2013,2.833334,4.781747619047619,-0.02122979939193266,-0.3553939383710412
Matt Leinart,2011,2.75,1.1741922207223647,-0.033086701095242636,-0.6427436165042811
Shaun Hill,2012,2.75,3.7199999999999998,-0.033086701095242636,-0.5165938468950427
Shaun Hill,2015,3.25,8.537190082644628,0.038054139997888654,-0.10290630126794169
Mike Glennon,2018,4.0,7.916859122401848,0.14476540163758558,0.2967942340937742
Michael Penix Jr.,2024,5.720659,8.589253096695689,0.389583658626518,0.7477863831984831
Jacoby Brissett,2025,6.25,15.393939393939396,0.4648991865566764,0.7158893594202904
Ryan Fitzpatrick,2009,2.75,-0.2731046537032991,-0.033086701095242636,-0.32064192239108874
Jacoby Brissett,2022,4.65,7.472767791666791,0.2372484950586563,0.6547177034925961
Marcus Mariota,2023,5.0,7.775185628197667,0.28704708382384814,0.6451546647934602
Andy Dalton,2023,5.0,7.775185628197667,0.28704708382384814,0.6451546647934602
Jarrett Stidham,2023,5.0,7.775185628197667,0.28704708382384814,0.6451546647934602
Brian Griese,2001,1.488,-2.157972007438583,-0.21264618401430602,-0.5884276166442356
Josh Freeman,2009,2.7,-0.286759886388464,-0.04020078520455574,-0.33021217925547036
Chase Daniel,2020,4.35,7.802547770700635,0.19456399040277744,0.46722624631556503
Jarrett Stidham,2025,6.0,14.636363636363638,0.4293287660101107,0.6620969840650214
Zach Wilson,2025,6.0,14.636363636363638,0.4293287660101107,0.6620969840650214
J.J. McCarthy,2024,5.463699,8.127057831067415,0.35302295757193597,0.6827674725239914
Mac Jones,2021,3.896585,6.430346585117226,0.13005134147429323,0.4465732012553981
Brian Hoyer,2019,4.0,14.424703891708965,0.14476540163758558,0.34400291079747847
Christian Ponder,2011,2.539675,0.9680857058162065,-0.06301209590106832,-0.6915104273206254
Chad Henne,2017,3.5,10.796296296296296,0.07362456054445429,0.040740071187337135
Matt Hasselbeck,2015,3.0,7.710743801652892,0.002483719451323007,-0.16838235795086579
Drew Stanton,2016,3.25,8.031007751937985,0.038054139997888654,-0.027241559833147463
