player,year_signed,apy,med_adjusted_apy,mean_adjusted_apy,smooth_adjusted_apy
Matt Moore,2011,2.5125,0.9414557543478846,-0.06687860061447998,-0.6978113334608091
Deshaun Watson,2017,3.463621,10.661559259259258,0.06844849522820022,0.02948654107929082
Kyle Orton,2010,2.621,-0.39114321896185755,-0.05144103809727051,-0.5855686944287918
A.J. McCarron,2020,4.0,7.059447983014861,0.14476540163758558,0.3687477160996758
Sam Darnold,2023,4.5,6.827377623769507,0.21590624273071687,0.5131790484370199
Drew Lock,2024,5.0,7.293000069250147,0.28704708382384814,0.5654371337130826
Colt McCoy,2016,3.0,7.2558139534883725,0.002483719451323007,-0.08712177290972331
Marcus Mariota,2021,3.5,5.6218144750254835,0.07362456054445429,0.30441861479143795
Joe Flacco,2021,3.5,5.6218144750254835,0.07362456054445429,0.30441861479143795
Dwayne Haskins,2019,3.604154,12.750228426395935,0.08844376687088226,0.22755190797851085
Chad Henne,2018,3.35,6.415704387990763,0.052282308216514924,0.1206354079187163
Ryan Fitzpatrick,2018,3.3,6.300230946882217,0.045168224107201754,0.1070847289821733
Chad Pennington,2000,1.151002,-0.6731533270776224,-0.26059482634771214,-0.9631748616894283
Mark Brunell,2007,2.0,0.0,-0.13979796273493958,-0.6668301050904514
Colt McCoy,2018,3.25,6.184757505773673,0.038054139997888654,0.09353405004563044
Drew Stanton,2018,3.25,6.184757505773673,0.038054139997888654,0.09353405004563044
Bo Nix,2024,4.653292,6.66937461721307,0.2377168863564135,0.4777091741780124
Matt Moore,2015,2.6,6.388429752066116,-0.05442895342318201,-0.2731440486435443
E.J. Manuel,2013,2.221325,3.3245833333333343,-0.10830746942506497,-0.4939589587581601
Ryan Fitzpatrick,2017,3.0,8.944444444444445,0.002483719451323007,-0.11393061943151259
Aaron Rodgers,2005,1.531,-0.6976054248781522,-0.20652807168029674,-0.8322227648812583
Baker Mayfield,2023,4.0,5.879569619341349,0.14476540163758558,0.38120343208057955
Drew Lock,2023,4.0,5.879569619341349,0.14476540163758558,0.38120343208057955
Jameis Winston,2023,4.0,5.879569619341349,0.14476540163758558,0.38120343208057955
Mike White,2023,4.0,5.879569619341349,0.14476540163758558,0.38120343208057955
Joe Flacco,2024,4.5,6.393647513155281,0.21590624273071687,0.4389215074006377
Tim Tebow,2010,2.25,-0.5384921203089879,-0.10422754218837392,-0.6696906949545349
Shaun Hill,2008,2.0,-0.2722495984318423,-0.13979796273493958,-0.6535720458736417
David Carr,2009,2.1,-0.45062267861044353,-0.1255697945163133,-0.4450552616280504
Mark Sanchez,2014,2.25,3.2532372158752594,-0.10422754218837392,-0.46178519545920854
Kenny Pickett,2022,3.516976,5.24221019360948,0.0760399343812483,0.32199826019359673
Case Keenum,2022,3.5,5.20878994321353,0.07362456054445429,0.317013153726793
Joe Flacco,2022,3.5,5.20878994321353,0.07362456054445429,0.317013153726793
Geno Smith,2022,3.5,5.20878994321353,0.07362456054445429,0.317013153726793
Brandon Weeden,2012,2.020899,2.2617979999999998,-0.13682441785892888,-0.684867057760339
Tim Tebow,2012,2.018125,2.2562499999999996,-0.13721910724531358,-0.6855072844051252
Josh McCown,2005,1.43,-0.7261425443243625,-0.22089852158110926,-0.8581396326588626
Vince Young,2012,2.0,2.2199999999999998,-0.13979796273493958,-0.6896904523707891
Brian Hoyer,2013,2.023,2.8523809523809533,-0.1365254840446555,-0.5388617423255184
Nate Sudfeld,2019,3.095,10.596446700507613,0.01600047925901798,0.07776766388032984
Matt McGloin,2016,2.553,5.869767441860465,-0.061116192485936374,-0.19418759389064094
Brian Hoyer,2012,1.927,2.074,-0.15018452553453673,-0.7065385219704284
A.J. McCarron,2019,3.0,10.194585448392553,0.002483719451323007,0.04982031751886114
Davis Mills,2024,4.058,5.598619853567417,0.1530177392043888,0.32708169374043633
Matt Cassel,2017,2.625,7.555555555555555,-0.05087191136852546,-0.22993363739564987
Derek Anderson,2015,2.25,5.231404958677686,-0.10422754218837392,-0.36481052799963803
Christian Ponder,2015,2.25,5.231404958677686,-0.10422754218837392,-0.36481052799963803
Jameis Winston,2024,4.0,5.494294957060413,0.14476540163758558,0.3124058810881928
Jordan Love,2020,3.095868,5.13984713375796,0.016123979759155607,0.11435460043924041
Colt McCoy,2022,3.25,4.716620845723691,0.038054139997888654,0.24359912116900975
Gardner Minshew,2023,3.5,4.9317616149131895,0.07362456054445429,0.2492278157241392
Mark Brunell,2008,1.8,-0.38114943780457916,-0.1682542991721921,-0.7064683849133326
Tim Couch,2004,1.25,-1.5979135469717682,-0.24650922437463652,-0.729491402484409
Johnny Manziel,2014,2.062149,2.8803897361798074,-0.13095529846874557,-0.5100628321561077
Paxton Lynch,2016,2.369077,5.299463565891473,-0.08728506631868035,-0.2382409876093732
Jason Campbell,2013,1.875,2.5000000000000004,-0.1575831730082224,-0.5723704374873438
Andy Dalton,2020,3.0,4.936305732484076,0.002483719451323007,0.08738048691142082
Charlie Whitehurst,2014,2.0,2.757036131378169,-0.13979796273493958,-0.5260351018968894
Luke McCown,2011,1.8,0.2432463552244436,-0.1682542991721921,-0.8630144843303936
Nick Foles,2022,3.1,4.4213193872297865,0.01671188766994928,0.19955070163433983
Austin Davis,2015,2.086765,4.691785123966943,-0.12745289258004847,-0.40756246445018646
Andy Dalton,2022,3.0,4.224451748233851,0.002483719451323007,0.1701850886112265
Mason Rudolph,2025,4.0,8.575757575757576,0.14476540163758558,0.23175798122286953
Andy Dalton,2025,4.0,8.575757575757576,0.14476540163758558,0.23175798122286953
Joshua Dobbs,2025,4.0,8.575757575757576,0.14476540163758558,0.23175798122286953
Charlie Whitehurst,2015,2.0,4.404958677685951,-0.13979796273493958,-0.43028658468256215
Matt Cassel,2015,2.0,4.404958677685951,-0.13979796273493958,-0.43028658468256215
Matt Schaub,2015,2.0,4.404958677685951,-0.13979796273493958,-0.43028658468256215
Matt Cassel,2015,2.0,4.404958677685951,-0.13979796273493958,-0.43028658468256215
Charlie Whitehurst,2015,2.0,4.404958677685951,-0.13979796273493958,-0.43028658468256215
Blaine Gabbert,2015,2.0,4.404958677685951,-0.13979796273493958,-0.43028658468256215
Case Keenum,2023,3.125,4.2209056115920704,0.020268929724605828,0.15024610345680894
C.J. Beathard,2021,2.5,3.5830784913353715,-0.06865712164180827,-0.054028090111572086
Mitchell Trubisky,2021,2.5,3.5830784913353715,-0.06865712164180827,-0.054028090111572086
Drew Brees,2001,0.90125,-2.387687188019967,-0.29612996103709555,-0.7313757694464617
Lamar Jackson,2018,2.367913,4.1476050808314096,-0.08745068219674512,-0.14552350457633617
Teddy Bridgewater,2023,3.0,3.983953610485031,0.002483719451323007,0.11725219936769887
Rob Johnson,2003,1.0,-0.7361963190184049,-0.28207964492120213,-1.3526404115554025
Landry Jones,2017,2.2,5.981481481481482,-0.11134162629768703,-0.36140372442167207
Shaun Hill,2014,1.75,2.2608350468810787,-0.17536838328150522,-0.5902850083345702
Tim Boyle,2021,2.4,3.37920489296636,-0.08288528986043456,-0.08987276060187312
Kurt Warner,1999,0.75,-1.0,-0.3176500654677678,-0.8447921741476455
Taylor Heinicke,2021,2.375,3.3282364933741073,-0.0864423319150911,-0.09883392822444834
Jake Plummer,1997,0.535417,-18.82319729729729,-0.3481812956763426,-0.7750853234672466
Matt Cassel,2016,2.0,4.155038759689923,-0.13979796273493958,-0.3266426252160267
Brandon Weeden,2016,2.0,4.155038759689923,-0.13979796273493958,-0.3266426252160267
Brian Hoyer,2016,2.0,4.155038759689923,-0.13979796273493958,-0.3266426252160267
Mark Sanchez,2016,2.0,4.155038759689923,-0.13979796273493958,-0.3266426252160267
Teddy Bridgewater,2014,1.712376,2.1861587684686046,-0.18072158929208118,-0.5999543622538154
Charlie Whitehurst,2012,1.525,1.2699999999999998,-0.2073817617734143,-0.7993183025054286
Jeff Driskel,2020,2.5,3.874734607218683,-0.06865712164180827,-0.05330312768270669
Mac Jones,2025,3.5,7.060606060606061,0.07362456054445429,0.12417323051233158
Jimmy Garoppolo,2024,3.17875,4.017108383674593,0.027916570142117438,0.10460396487000204
Dwayne Haskins,2022,2.54,3.318860608852547,-0.06296585435435777,0.03510326870490534
Mike White,2022,2.54,3.318860608852547,-0.06296585435435777,0.03510326870490534
Kyle Allen,2022,2.5,3.2401135532541727,-0.06865712164180827,0.023357023495660014
Mark Sanchez,2017,2.0,5.2407407407407405,-0.13979796273493958,-0.423272000669212
Ryan Mallett,2017,2.0,5.2407407407407405,-0.13979796273493958,-0.423272000669212
Matt Barkley,2017,2.0,5.2407407407407405,-0.13979796273493958,-0.423272000669212
Case Keenum,2017,2.0,5.2407407407407405,-0.13979796273493958,-0.423272000669212
Tyler Huntley,2023,2.627,3.2768888391816238,-0.05058734800415297,0.018798389565794316
Mark Brunell,2010,1.5,-0.8363672578031868,-0.21093880382807087,-0.8397486474998378
Matt Moore,2016,1.775,3.4573643410852712,-0.17181134122684866,-0.380534816984945
Colt McCoy,2020,2.25,3.3439490445859867,-0.10422754218837392,-0.12364493497977044
Blaine Gabbert,2018,2.0,3.2979214780600463,-0.13979796273493958,-0.2452329233679425
Matt Barkley,2018,2.0,3.2979214780600463,-0.13979796273493958,-0.2452329233679425
Jason Campbell,2014,1.5,1.7646339623839886,-0.21093880382807087,-0.654534914772251
Matt Schaub,2016,1.75,3.3798449612403103,-0.17536838328150522,-0.3865228382926026
Scott Tolzien,2016,1.75,3.3798449612403103,-0.17536838328150522,-0.3865228382926026
Mason Rudolph,2024,2.87,3.461758180286013,-0.016012899232891113,0.02648056562206736
Cooper Rush,2023,2.5,3.036145606056872,-0.06865712164180827,-0.01472341698874147
Tony Romo,2005,0.94,-0.8645899554990464,-0.2906165458523779,-0.9838749317779331
Blaine Gabbert,2021,2.0,2.5637104994903153,-0.13979796273493958,-0.2332514425630771
Andy Dalton,2011,1.30355,-0.24324635522444382,-0.23889004029356214,-0.978123402574892
Blaine Gabbert,2022,2.25,2.7479444557643338,-0.10422754218837392,-0.05005700906212324
Jimmy Garoppolo,2025,3.005,5.560606060606061,0.0031951278622543047,0.017664327308898962
Austin Davis,2015,1.542,2.890909090909091,-0.20496297317624781,-0.5502387205256791
Nathan Peterman,2020,2.133,3.0955414012738847,-0.12087449900416665,-0.1565649007947963
Cooper Rush,2020,2.133,3.0955414012738847,-0.12087449900416665,-0.1565649007947963
Ryan Griffin,2017,1.797,4.488888888888888,-0.16868114421875088,-0.486068301060465
Colin Kaepernick,2011,1.281074,-0.26527155445910827,-0.24208796338238056,-0.9833347794435864
Trevor Siemian,2019,2.0,5.964467005076141,-0.13979796273493958,-0.2443622757597562
Josh McCown,2019,2.0,5.964467005076141,-0.13979796273493958,-0.2443622757597562
Robert Griffin III,2019,2.0,5.964467005076141,-0.13979796273493958,-0.2443622757597562
Will Levis,2023,2.385541,2.8191752932991867,-0.08494254070316572,-0.0449350111338251
Tarvaris Jackson,2015,1.5,2.7520661157024793,-0.21093880382807087,-0.5612386980484103
Colt McCoy,2015,1.5,2.7520661157024793,-0.21093880382807087,-0.5612386980484103
Easton Stick,2024,2.6675,3.0975203950675914,-0.0448249398756093,-0.02475826303447285
Drew Stanton,2012,1.25,0.72,-0.24650922437463652,-0.8627870578465355
Mike Glennon,2019,1.95,5.7529610829103195,-0.1469120468442527,-0.25907140542368706
Mitchell Trubisky,2024,2.625,3.0210754277995275,-0.05087191136852546,-0.035512091271030666
Geno Smith,2013,1.254901,1.0235738095238098,-0.24581190185024163,-0.712767115603241
Derek Carr,2014,1.342951,1.4529224259072544,-0.2332839997337412,-0.6948964489967763
Nate Sudfeld,2020,2.0,2.8131634819532905,-0.13979796273493958,-0.1939867422768342
Matt Schaub,2019,1.89,5.499153976311335,-0.15544894777542848,-0.2767223610204041
Brian Hoyer,2023,2.25,2.5622416038427924,-0.10422754218837392,-0.08071122516696164
C.J. Beathard,2023,2.25,2.5622416038427924,-0.10422754218837392,-0.08071122516696164
Kyle Trask,2025,2.787,4.9,-0.027822278854350933,-0.029242624000895584
Brett Hundley,2019,1.875,5.4357021996615895,-0.1575831730082224,-0.28113509991958335
Kevin Kolb,2007,1.0825,-0.7181996086105675,-0.27034140614083546,-0.9022101439684843
Taylor Heinicke,2024,2.53,2.8501984421415023,-0.06438867117622044,-0.05955006027039524
Carson Wentz,2024,2.5,2.796237288775811,-0.06865712164180827,-0.06714099784914189
Joe Flacco,2023,2.2,2.467460803399977,-0.11134162629768703,-0.09390878680260563
Luke McCown,2016,1.5,2.604651162790698,-0.21093880382807087,-0.4464030513691784
Derek Anderson,2014,1.282,1.3319466167025258,-0.2419562105446761,-0.7105608331859087
Brian Hoyer,2017,1.605,3.7777777777777777,-0.1959992271985133,-0.5454618462581033
Trevor Siemian,2022,2.0,2.2557753582744944,-0.13979796273493958,-0.12347104161990648
Nick Mullens,2022,2.0,2.2557753582744944,-0.13979796273493958,-0.12347104161990648
Brian Hoyer,2022,2.0,2.2557753582744944,-0.13979796273493958,-0.12347104161990648
Chad Henne,2022,2.0,2.2557753582744944,-0.13979796273493958,-0.12347104161990648
Nate Sudfeld,2022,2.0,2.2557753582744944,-0.13979796273493958,-0.12347104161990648
Tim Boyle,2022,2.0,2.2557753582744944,-0.13979796273493958,-0.12347104161990648
Chase Daniel,2022,2.0,2.2557753582744944,-0.13979796273493958,-0.12347104161990648
Nick Mullens,2022,2.0,2.2557753582744944,-0.13979796273493958,-0.12347104161990648
Jeff Driskel,2021,1.75,2.0540265035677874,-0.17536838328150522,-0.3228631187888296
Rob Johnson,2002,0.675,-0.9154774298277486,-0.3283211916317375,-1.1404709774092507
Matt Barkley,2018,1.675,2.547344110854504,-0.1860395094454749,-0.3333123364554714
Drew Lock,2019,1.752705,4.918379864636208,-0.1749835113311914,-0.31711216016459187
Charlie Whitehurst,2010,1.176,-0.9650493172006807,-0.25703806885641994,-0.9132136829994086
Nick Mullens,2023,2.0,2.088337601628713,-0.13979796273493958,-0.1466990333451818
Joshua Dobbs,2023,2.0,2.088337601628713,-0.13979796273493958,-0.1466990333451818
Phillip Walker,2023,2.0,2.088337601628713,-0.13979796273493958,-0.1466990333451818
Joshua Dobbs,2023,2.0,2.088337601628713,-0.13979796273493958,-0.1466990333451818
Cam Newton,2020,1.75,2.2823779193205938,-0.17536838328150522,-0.26432854957389795
Joshua Dobbs,2024,2.25,2.346561010728377,-0.10422754218837392,-0.13039881100536432
Josh Johnson,2012,1.0575,0.3350000000000002,-0.27389844819549203,-0.9072151865853104
Rob Johnson,2003,0.655,-0.905521472392638,-0.3311668252754627,-1.4851945500688961
David Carr,2008,1.0,-0.8167487952955269,-0.28207964492120213,-0.9180537410720959
Nate Sudfeld,2020,1.7,2.1762208067940545,-0.18248246739081836,-0.2783969110333107
David Carr,2013,1.05,0.535714285714286,-0.274965560811889,-0.7591587720042762
Blaine Gabbert,2019,1.6,4.272419627749577,-0.1967106356094446,-0.36203531307120307
Tom Savage,2018,1.5,2.1431870669745963,-0.21093880382807087,-0.38073971273337165
Chase Daniel,2012,1.0,0.21999999999999997,-0.28207964492120213,-0.9204859263384509
Brandon Allen,2021,1.5,1.5443425076452597,-0.21093880382807087,-0.4124747950145821
David Carr,2012,0.99,0.19999999999999996,-0.28350246174306476,-0.9227938810781275
Chad Henne,2020,1.625,2.016985138004246,-0.19315359355478803,-0.2994994532224298
Rob Johnson,1997,0.3375,-19.3581081081081,-0.3763412593696011,-0.8280341003633486
Nick Mullens,2025,2.25,3.2727272727272734,-0.10422754218837392,-0.14478864626401333
Austin Davis,2016,1.25,1.8294573643410854,-0.24650922437463652,-0.5062832644457542
Easton Stick,2023,1.8,1.7092143998574496,-0.1682542991721921,-0.19948927988775794
Ryan Fitzpatrick,2008,0.927,-0.8564972366665758,-0.2924662077207993,-0.937360904821583
Brian Hoyer,2013,0.9825,0.3750000000000003,-0.28456957435946173,-0.7744414539192979
Mark Brunell,2011,0.96,-0.5799057784789815,-0.28777091220865264,-1.057780304302956
Brandon Allen,2024,2.02,1.9328588349247382,-0.13695232909121433,-0.18859599910908897
Jimmy Clausen,2015,1.125,1.512396694214876,-0.26429443464791935,-0.6594527830727964
Ryan Mallett,2015,1.1225,1.504132231404959,-0.26465013885338495,-0.6601075436396256
Drew Stanton,2007,0.85125,-0.8992172211350296,-0.30324404514640874,-0.9615361755658088
Tyrod Taylor,2015,1.116667,1.4848495867768599,-0.26548006790557743,-0.6616352309941517
Matt Leinart,2010,1.0,-1.0349506827993193,-0.28207964492120213,-0.953120615863373
Ryan Griffin,2019,1.45,3.6379018612521143,-0.218052887937384,-0.4061627020629957
Josh Johnson,2013,0.9475,0.29166666666666685,-0.289549433235981,-0.7823658075048647
Shaun Hill,2005,0.656,-0.9448329448329448,-0.33102454359327643,-1.0567500847367413
Ryan Griffin,2017,1.275,2.5555555555555554,-0.24295218231997995,-0.6475445020665441
Jalen Hurts,2020,1.506294,1.7649554140127386,-0.2100432829203905,-0.3328994315304508
Kyle Trask,2021,1.383834,1.3075107033639142,-0.22746709772092025,-0.4541141149363452
Joe Flacco,2020,1.5,1.7515923566878977,-0.21093880382807087,-0.3346703568709617
Jeff Garcia,2011,0.91,-0.6289029292946615,-0.2948849963179658,-1.0693735078727515
Mike Glennon,2021,1.375,1.2895005096839958,-0.22872401410135368,-0.45728063312745837
Christian Hackenberg,2016,1.165076,1.566127131782946,-0.25859235395262264,-0.5266243333070147
Christian Hackenberg,2016,1.165076,1.566127131782946,-0.25859235395262264,-0.5266243333070147
Drew Stanton,2011,0.9,-0.6387023594577976,-0.2963078131398284,-1.0716921485867106
Nick Mullens,2024,1.9,1.7170142214619695,-0.15402613095356585,-0.21895974942407578
DeShone Kizer,2017,1.237103,2.4151962962962963,-0.2483442312297927,-0.6592676123913092
Chad Henne,2008,0.857525,-0.8943263183686804,-0.30235122759068994,-0.9557357705954956
Derek Anderson,2012,0.89,0.0,-0.29773062996169103,-0.9458734284748939
Derek Anderson,2013,0.905,0.1904761904761907,-0.29559640472889703,-0.7919882368587672
Luke McCown,2015,1.05,1.2644628099173556,-0.274965560811889,-0.6790956000776737
Matt Flynn,2013,0.896875,0.17113095238095247,-0.29675244339666046,-0.793827818941131
Brock Osweiler,2012,0.87917,-0.021660000000000013,-0.29927154057976824,-0.9483729434579635
Josh McCown,2012,0.875,-0.030000000000000027,-0.29986485519448497,-0.9493353605844087
Kevin Hogan,2019,1.36,3.2571912013536375,-0.2308582393341476,-0.43263913545807126
Brandon Allen,2022,1.5,1.271437163294816,-0.21093880382807087,-0.27029910673547297
Geno Smith,2017,1.2,2.2777777777777777,-0.25362330848394965,-0.6707451056593715
Kellen Mond,2021,1.305853,1.1485280326197753,-0.23856236557948718,-0.4820661474313868
Davis Mills,2021,1.305525,1.1478593272171254,-0.23860903397124428,-0.48218371795059495
David Carr,2011,0.86,-0.6779000801103416,-0.3019990804272789,-1.0809667114425467
Nate Sudfeld,2023,1.6,1.330091198086186,-0.1967106356094446,-0.2522795264303341
Josh McCown,2013,0.865,0.09523809523809534,-0.30128767201634754,-0.8010446409565578
Rob Johnson,2006,0.71,-2.0656636164119173,-0.3233413327552183,-1.6832795725726017
Luke McCown,2014,0.92,0.6134474463507391,-0.29346217949610315,-0.8035946977076706
Dan Orlovsky,2016,1.065,1.255813953488372,-0.2728313355790951,-0.5505946221224204
Luke McCown,2012,0.825,-0.13000000000000012,-0.30697893930379805,-0.9608751342827918
Josh McCown,2012,0.825,-0.13000000000000012,-0.30697893930379805,-0.9608751342827918
Luke McCown,2012,0.825,-0.13000000000000012,-0.30697893930379805,-0.9608751342827918
Matt Leinart,2013,0.84,0.035714285714285754,-0.30484471407100416,-0.806704893517677
Vince Young,2013,0.84,0.035714285714285754,-0.30484471407100416,-0.806704893517677
Michael Vick,2015,0.97,1.0,-0.28634809538679007,-0.7000479382162095
Rex Grossman,2015,0.97,1.0,-0.28634809538679007,-0.7000479382162095
Josh McCown,2011,0.81,-0.7268972309260217,-0.30911316453659204,-1.0925599150123422
Tyler Bray,2015,0.9625,0.9752066115702481,-0.287415208003187,-0.7020122199166972
Luke McCown,2013,0.825,0.0,-0.30697893930379805,-0.8101010450543485
Colt McCoy,2021,1.2125,0.9582059123343524,-0.25184478745662137,-0.5155282226741975
Geno Smith,2021,1.2125,0.9582059123343524,-0.25184478745662137,-0.5155282226741975
A.J. McCarron,2021,1.2125,0.9582059123343524,-0.25184478745662137,-0.5155282226741975
Tim Couch,2007,0.7225,-1.0,-0.32156281172789,-0.9945663445091839
Jimmy Garoppolo,2014,0.870975,0.5161424136808597,-0.3004375389652847,-0.8161941043600998
Josh McCown,2002,0.462667,-0.9772924177636176,-0.35853228805539317,-1.2002137239883284
Kellen Clemens,2017,1.08,1.8333333333333337,-0.2706971103463011,-0.7078660714078955
Luke McCown,2017,1.08,1.8333333333333337,-0.2706971103463011,-0.7078660714078955
Dan Orlovsky,2017,1.08,1.8333333333333337,-0.2706971103463011,-0.7078660714078955
Charlie Whitehurst,2016,1.0,1.054263565891473,-0.28207964492120213,-0.5661634775223301
Desmond Ridder,2022,1.340741,0.9579077301062788,-0.23359844225137286,-0.317066488379953
Vince Young,2014,0.855,0.4844351643814955,-0.3027104888382102,-0.8202996733814675
Hendon Hooker,2023,1.429757,1.0073758418904597,-0.2209330960298805,-0.297215376141073
Mike Glennon,2013,0.776016,-0.11662857142857125,-0.31394846522400993,-0.8211915175125029
Cooper Rush,2020,1.25,1.2208067940552014,-0.24650922437463652,-0.4050121641680255
Ryan Griffin,2021,1.15,0.8307849133537203,-0.2607373925932628,-0.5379311417306356
Matt Cassel,2018,1.105,1.2309468822170904,-0.2671400682916446,-0.48779007633206073
Matt Leinart,2012,0.75,-0.28,-0.3176500654677678,-0.9781847948303665
Bruce Gradkowski,2016,0.965,0.945736434108527,-0.2870595037977214,-0.5745467073530508
Russell Wilson,2012,0.749194,-0.281612,-0.3177647445036099,-0.9783708159823844
Robert Griffin III,2018,1.1,1.2193995381062361,-0.26785147670257586,-0.489145144225715
Malik Willis,2022,1.290025,0.8580643383131001,-0.24081440004513135,-0.3319595526807551
Sean Mannion,2021,1.1275,0.7849133537206929,-0.2639387304424537,-0.5459961925909533
Luke McCown,2004,0.495,-1.8426007953469883,-0.35393189442526474,-0.9237218558679442
Ryan Mallett,2011,0.736957,-0.7984752086666161,-0.31950584544852323,-1.1094959623793135
Matt Corral,2022,1.273562,0.8256540189051994,-0.24315678337896376,-0.33679401355275024
Sean Mannion,2022,1.2725,0.8235632845790624,-0.2433078865254456,-0.3371058763630557
Derek Anderson,2011,0.735,-0.8003929571495418,-0.31978429070056175,-1.1099497203670354
Rob Johnson,1995,0.226,-1.200491845435474,-0.3922056669333694,-0.7331597358048755
Matt Flynn,2015,0.87,0.6694214876033059,-0.3005762636054163,-0.726238360889379
Derek Anderson,2018,1.07353,1.1582678983833723,-0.27161767283004623,-0.4963188736547208
Matt Hasselbeck,2000,0.375,-0.982682184286864,-0.37100569628761626,-1.2224191864749594
Matt Moore,2020,1.1875,1.0881104033970272,-0.25540182951127793,-0.4225976159922914
Blaine Gabbert,2020,1.1875,1.0881104033970272,-0.25540182951127793,-0.4225976159922914
Mike Glennon,2020,1.1875,1.0881104033970272,-0.25540182951127793,-0.4225976159922914
Geno Smith,2020,1.1875,1.0881104033970272,-0.25540182951127793,-0.4225976159922914
Joe Webb,2016,0.93,0.8372093023255816,-0.2920393626742405,-0.5829299371837713
Kellen Clemens,2017,1.0,1.537037037037037,-0.28207964492120213,-0.7326133819069114
Dan Marino,2017,1.0,1.537037037037037,-0.28207964492120213,-0.7326133819069114
Brandon Weeden,2017,1.0,1.537037037037037,-0.28207964492120213,-0.7326133819069114
Josh Freeman,2014,0.795,0.3653469041021939,-0.311247389769386,-0.8357196509265109
Colt McCoy,2014,0.795,0.3653469041021939,-0.311247389769386,-0.8357196509265109
Derek Anderson,2019,1.12,2.241962774957699,-0.2650058430588506,-0.5032429578449394
Garrett Grayson,2015,0.850152,0.6038082644628101,-0.3034002704334492,-0.7314366359815497
Joe Webb,2021,1.0755,0.6788990825688069,-0.2713373779161393,-0.5646354212459099
Brian Hoyer,2021,1.075,0.6778797145769621,-0.2714085187572325,-0.5648146445983614
Brian Hoyer,2021,1.075,0.6778797145769621,-0.2714085187572325,-0.5648146445983614
Josh Johnson,2021,1.075,0.6778797145769621,-0.2714085187572325,-0.5648146445983614
Chase Daniel,2021,1.075,0.6778797145769621,-0.2714085187572325,-0.5648146445983614
Blake Bortles,2021,1.075,0.6778797145769621,-0.2714085187572325,-0.5648146445983614
Josh Johnson,2021,1.075,0.6778797145769621,-0.2714085187572325,-0.5648146445983614
Matt Barkley,2021,1.075,0.6778797145769621,-0.2714085187572325,-0.5648146445983614
Trevor Siemian,2023,1.3175,0.7945796755842759,-0.23690521082706378,-0.3268457496717229
Blaine Gabbert,2023,1.3175,0.7945796755842759,-0.23690521082706378,-0.3268457496717229
Josh Johnson,2023,1.3175,0.7945796755842759,-0.23690521082706378,-0.3268457496717229
Josh Johnson,2022,1.22,0.7202077741061962,-0.2507776748402244,-0.35252282320019024
Carson Wentz,2023,1.315,0.7898406355621352,-0.23726091503252944,-0.3275056277535051
Josh Johnson,2017,0.975,1.4444444444444444,-0.2856366869758587,-0.7403469164378539
Josh Johnson,2012,0.7,-0.3800000000000001,-0.3247641495770809,-0.9897245685287496
Mike Glennon,2020,1.15,1.0084925690021227,-0.2607373925932628,-0.433148887086851
Shaun Hill,2006,0.59,-2.1410069702020174,-0.34041513461756984,-1.7330217870006488
Brandon Allen,2022,1.2,0.680834246307009,-0.25362330848394965,-0.3583959458048129
Ryan Griffin,2022,1.195,0.6709908643572124,-0.2543347168948809,-0.35986422645596855
Nick Foles,2012,0.69213,-0.39574,-0.32588390641588677,-0.9915409289088751
Brian Griese,1998,0.3,-0.9531001563978423,-0.38167682245158596,-0.9873347382890812
Joshua Dobbs,2022,1.1875,0.6562257914325171,-0.25540182951127793,-0.36206664743270206
Jeff Driskel,2022,1.1875,0.6562257914325171,-0.25540182951127793,-0.36206664743270206
Josh Johnson,2016,0.885,0.6976744186046512,-0.2984420383726224,-0.5937083755375551
Joshua Dobbs,2021,1.04,0.6065239551478083,-0.2763883776337516,-0.5773602792699667
Ian Book,2021,1.038395,0.6032517838939855,-0.2766167397336606,-0.577935586231336
Charlie Whitehurst,2006,0.5795,-2.147599513658651,-0.3419090922805256,-1.7373742307631028
Sean Mannion,2015,0.812724,0.48007933884297527,-0.30872558923431664,-0.7412391873796635
Joe Webb,2018,1.005,1.0,-0.2813682365102709,-0.5148914342051466
Josh Johnson,2018,1.005,1.0,-0.2813682365102709,-0.5148914342051466
Matt Schaub,2004,0.455,-1.8555643581748145,-0.35962316171271524,-0.9340122110140918
Geno Smith,2018,1.0,0.9884526558891458,-0.28207964492120213,-0.5162465020988009
E.J. Manuel,2018,1.0,0.9884526558891458,-0.28207964492120213,-0.5162465020988009
Tim Tebow,2013,0.6925,-0.3154761904761904,-0.3258312621934779,-0.8401003836282801
Nathan Peterman,2021,1.025,0.5759429153924563,-0.2785226028665456,-0.5827369798435119
Alex Tanney,2019,1.05,1.9458544839255498,-0.274965560811889,-0.5238357393744426
Matt Barkley,2013,0.684882,-0.3336142857142857,-0.32691516404837284,-0.8418251757887043
Matt Barkley,2023,1.2502,0.6670047181882459,-0.24648076803819927,-0.34460966763329975
Jameis Winston,2020,1.1,0.9023354564755838,-0.26785147670257586,-0.4472172485462637
Mason Rudolph,2018,0.980467,0.9433418013856815,-0.2848588330193464,-0.5215402103321507
David Blough,2022,1.15,0.582400426809041,-0.2607373925932628,-0.37307875231636956
Matt Barkley,2022,1.145,0.5725570448592445,-0.2614488010041941,-0.3745470329675252
Jacoby Brissett,2016,0.852708,0.5975441860465117,-0.30303659845378117,-0.6014429829002302
