season,player_display_name,games,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,receptions,targets,receiving_yards_after_catch,receiving_first_downs,receiving_epa,target_share,fantasy_points,salary_per_year,smoothed_salary_per_year,mean_adj_salary_per_year,med_adj_salary_per_year,year_signed
2006,Reggie Bush,18,170,629.0,7,3.0,2.0,32.0,-22.204552517523098,99,99,799.0,38.0,52.86602161378772,0.2357142857142857,213.1,4.875,1.488021952410404,2.257051123797736,29.922312960554834,2011.0
2006,DeAngelo Williams,13,121,501.0,1,1.0,0.0,30.0,-5.351157979777781,33,33,328.0,11.0,11.11160317383035,0.14864864864864866,93.4,8.6,3.426875002334454,4.440580405761873,55.75672995231903,2011.0
2006,Maurice Jones-Drew,16,166,941.0,13,2.0,1.0,46.0,24.897383428724744,46,46,405.0,16.0,24.640716387903346,0.2100456621004566,231.70000000000002,7.62875,2.5553252898097116,3.871250790967868,8.656208820550123,2009.0
2007,Edgerrin James,16,324,1232.0,7,4.0,0.0,53.0,-15.216196455025012,25,25,186.0,9.0,8.866043238667771,0.08710801393728224,184.8,2.0,-0.2569685575246048,0.5717768457717237,1.4480042413632808,2009.0
2007,Shaun Alexander,15,231,782.0,5,2.0,0.0,40.0,-31.67625666171383,18,18,86.0,4.0,2.2367363385565113,0.07725321888412018,123.0,0.73,-0.8492455818065625,-0.1726747483475929,-0.0795870795870795,2008.0
2007,Rudi Johnson,11,170,497.0,3,3.0,2.0,26.0,-37.87211217383209,13,13,122.0,3.0,6.784280782972928,0.06310679611650485,82.7,1.1,-0.6910588609725039,0.0442127239548852,0.9060939060939064,2008.0
2007,Travis Henry,11,167,691.0,4,3.0,1.0,36.0,-10.047373397092752,7,7,69.0,2.0,4.036630554428141,0.08974358974358974,97.60000000000001,1.1,-0.6910588609725039,0.0442127239548852,0.9060939060939064,2008.0
2007,LaDainian Tomlinson,19,345,1549.0,16,1.0,0.0,78.0,4.3571598554706705,65,65,572.0,23.0,23.97487829983077,0.19345238095238096,325.08000000000004,5.958333,1.7207344034525902,2.892081815775737,6.5170646999991035,2009.0
2007,Clinton Portis,17,345,1314.0,11,6.0,5.0,64.0,-50.91792816605799,51,51,482.0,20.0,17.28676878440821,0.16139240506329114,233.70000000000002,7.686667,2.1249499335029185,3.905200714571497,18.45299234099234,2008.0
2007,Adrian Peterson,16,151,510.0,3,1.0,1.0,26.0,-18.35341156162033,51,51,413.0,15.0,12.20734533862933,0.1624203821656051,111.36,14.213333,6.348600588183935,7.731017177551294,94.68751798872997,2011.0
2007,Willis McGahee,15,294,1207.0,7,4.0,3.0,56.0,-29.862215406201436,43,43,280.0,10.0,4.344338313605039,0.13915857605177995,185.8,2.375,0.1867782947432566,0.7915952298620731,12.58377806675336,2011.0
2007,Willie Parker,15,321,1316.0,2,4.0,3.0,49.0,-43.74626008141365,23,23,137.0,7.0,5.3807309023686685,0.10599078341013825,154.0,0.85,-0.7554713189349077,-0.102332865438681,1.5865139698604,2010.0
2007,Jason Wright,15,60,277.0,1,1.0,1.0,19.0,-3.2940707100971074,24,25,179.0,14.0,13.401319929988697,0.1,54.900000000000006,1.0,-0.7565988213192869,-0.0144055118025413,0.1673993860780324,2009.0
2007,Steven Jackson,12,237,1002.0,5,3.0,2.0,36.0,-24.295208619614606,38,38,261.0,12.0,10.83573947355896,0.14901960784313725,163.38,8.6195,2.5237655912212897,4.452010961734572,20.93806193806194,2008.0
2007,Michael Turner,17,114,480.0,1,1.0,1.0,18.0,-16.661728168553235,5,5,29.0,1.0,-0.8881242087809369,0.07142857142857142,54.1,5.75,1.2969634414014757,2.7699606866752178,13.293706293706292,2008.0
2007,Ryan Grant,16,228,1186.0,11,1.0,1.0,47.0,3.4702499791432206,33,33,184.0,9.0,-10.510844521098782,0.09090909090909091,193.6,4.5,0.7625488439891156,2.0372327397073864,9.963702963702962,2008.0
2007,Cedric Benson,11,197,678.0,4,3.0,2.0,33.0,-37.37923773229896,17,17,119.0,5.0,6.906541615957394,0.08018867924528301,100.10000000000001,0.52,-0.939027234171839,-0.2957730434381885,-0.6390276390276388,2008.0
2007,Frank Gore,15,260,1102.0,5,3.0,2.0,42.0,-38.17852635535964,53,53,403.0,20.0,19.03797555938945,0.2054263565891473,183.8,6.3,2.229730837280678,3.0923609833410635,39.805277850021675,2011.0
2007,Darren Sproles,11,41,199.0,2,0.0,0.0,7.0,-1.6801741388917435,13,13,121.0,5.0,3.1225299461511895,0.10317460317460317,59.1,6.621,2.051822891470621,3.280525520122403,7.365679277636414,2009.0
