season,player_display_name,games,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,receptions,targets,receiving_yards_after_catch,receiving_first_downs,receiving_epa,target_share,fantasy_points,salary_per_year,smoothed_salary_per_year,mean_adj_salary_per_year,med_adj_salary_per_year,year_signed
2011,Toby Gerhart,15,109,531.0,1,1.0,0.0,24.0,-4.6281869753147475,23,28,175.0,8.0,-3.2154451064560017,0.07446808510638298,96.10000000000001,3.5,1.7826009810519452,1.451050382133121,19.233333333333334,2014.0
2011,Mark Ingram,10,123,478.0,5,1.0,1.0,30.0,-15.016124433117186,11,13,40.0,3.0,-1.9246846028254367,0.0391566265060241,86.4,4.0,2.2091250961408178,1.744141560920254,22.766666666666673,2015.0
2011,Shane Vereen,2,15,57.0,1,0.0,0.0,2.0,2.981048030575039,0,0,0.0,0.0,,,11.700000000000001,4.116667,2.307964024182911,1.8125296980313703,23.54444666666667,2015.0
2011,Daniel Thomas,13,165,581.0,0,2.0,1.0,24.0,-33.30748539311875,12,16,64.0,5.0,1.8939380278293672,0.06779661016949153,69.30000000000001,0.645,-0.8205066901550561,-0.2225002487414054,0.2000000000000002,2014.0
2011,DeMarco Murray,13,164,897.0,2,1.0,0.0,41.0,9.169651870150304,26,35,224.0,9.0,-0.6741310789948329,0.09210526315789473,120.0,8.0,5.597878661145266,4.088870991217314,49.433333333333344,2015.0
2011,Stevan Ridley,13,91,462.0,1,1.0,0.0,19.0,0.2122891924227588,4,6,14.0,0.0,-5.8722140793688595,0.029411764705882353,51.9,1.25,-0.1206429797997404,0.1321400775910249,4.4333333333333345,2015.0
2011,Roy Helu,15,151,640.0,2,1.0,1.0,31.0,-9.790795653908688,49,59,420.0,12.0,0.11657665170380715,0.12317327766179541,115.9,2.05,0.5571077332011491,0.6010859636504369,9.766666666666667,2015.0
2011,Kendall Hunter,17,122,527.0,2,1.0,0.0,24.0,-7.547087016911114,17,27,185.0,11.0,10.63254123745719,0.07848837209302326,85.5,0.87,-0.6153580996045919,-0.0906092182871957,1.7000000000000004,2014.0
2011,Delone Carter,15,101,377.0,2,3.0,3.0,19.0,-31.657095618238014,5,8,34.0,0.0,-3.057384390558582,0.042105263157894736,45.5,0.6,-1.0042376223136564,-0.2488784548322473,0.1943605236656593,2013.0
2011,Owen Marecic,6,4,8.0,0,0.0,0.0,1.0,-1.162500354112126,5,6,23.0,2.0,1.4175457482924685,0.05263157894736842,3.9000000000000004,0.555,-1.042139335265643,-0.2752566609230892,-0.2588116817724061,2013.0
2011,Taiwan Jones,6,16,73.0,0,0.0,0.0,2.0,-1.9723991353530437,2,3,31.0,1.0,0.014124816283583641,0.04918032786885246,9.8,1.451667,-0.0850106986280724,0.2503537150959543,5.5777800000000015,2014.0
2011,Bilal Powell,2,13,21.0,0,1.0,0.0,1.0,-6.223455614526756,1,1,2.0,0.0,-0.6897974797361992,0.02564102564102564,2.8,2.0,0.5147483136385936,0.5717768457717237,9.433333333333335,2015.0
2011,Johnny White,4,12,38.0,0,0.0,0.0,1.0,-3.0332142261322588,1,4,0.0,0.0,-2.797737618908286,0.1,3.5,0.465,-0.7526113286391064,-0.328013073104773,-0.7508046931782784,2012.0
2011,Johnny White,4,12,38.0,0,0.0,0.0,1.0,-3.0332142261322588,1,4,0.0,0.0,-2.797737618908286,0.1,3.5,0.465,-0.7526113286391064,-0.328013073104773,-0.7508046931782784,2012.0
2011,Anthony Sherman,7,1,3.0,0,0.0,0.0,1.0,-0.026584396604448557,8,9,41.0,3.0,2.663456313777715,0.0379746835443038,7.500000000000001,1.1875,0.2717473476955316,0.0955036802426333,1.4224137931034482,2020.0
2011,Jacquizz Rodgers,17,57,205.0,1,1.0,1.0,15.0,-6.7350160221685655,25,33,138.0,8.0,-4.315721098857776,0.058823529411764705,51.1,0.785,-0.5145855817315075,-0.1404347186810083,1.333333333333334,2015.0
2011,Dion Lewis,8,23,102.0,1,0.0,0.0,5.0,1.4407460235524923,1,1,5.0,0.0,-1.2840089884703048,0.03225806451612903,15.9,0.615,-0.8478598355617846,-0.2400857194686333,0.0,2014.0
2011,Evan Royster,6,56,328.0,0,0.0,0.0,17.0,11.178164753480814,9,13,62.0,4.0,1.712816978461865,0.08024691358024691,39.6,0.66,-0.6204841306378965,-0.2137075133777914,0.5000000000000006,2015.0
2011,Shaun Chapas,1,0,0.0,0,0.0,0.0,0.0,,1,1,10.0,0.0,0.8106936200056225,0.024390243902439025,0.9,0.51,-0.7287449849045348,-0.3016348670139311,-0.3770117329456963,2012.0
2011,Da'Rel Scott,4,5,16.0,0,1.0,1.0,1.0,-3.67496939888224,2,2,5.0,0.0,0.6440961335320026,0.030303030303030304,0.9,0.555,-1.042139335265643,-0.2752566609230892,-0.2588116817724061,2013.0
2011,Anthony Allen,1,3,8.0,0,0.0,0.0,0.0,-0.5228146569570526,0,0,0.0,0.0,,,0.8,0.465,-0.7526113286391064,-0.328013073104773,-0.7508046931782784,2012.0
2012,Willis McGahee,10,167,731.0,4,5.0,4.0,43.0,-9.675282373154896,26,33,234.0,10.0,6.838502513061903,0.0891891891891892,113.2,0.94,-0.7178691244542027,-0.0495764532569972,3.618328298086604,2013.0
2012,Steven Jackson,16,258,1045.0,4,0.0,0.0,47.0,-21.490950570718464,38,53,280.0,13.0,6.663583438495976,0.1162280701754386,162.60000000000002,4.0,1.859447356280882,1.744141560920254,34.4340382678751,2013.0
2012,Frank Gore,19,321,1533.0,12,2.0,1.0,82.0,7.002881956112413,30,38,251.0,11.0,8.474900101835374,0.09156626506024096,257.5,4.0,2.2091250961408178,1.744141560920254,22.766666666666673,2015.0
2012,Darren Sproles,13,48,244.0,1,0.0,0.0,9.0,-2.4481210609936115,75,104,665.0,29.0,23.567113389713754,0.1827768014059754,141.1,3.5,1.7826009810519452,1.451050382133121,19.233333333333334,2014.0
2012,Fred Jackson,10,115,437.0,3,4.0,4.0,25.0,-25.254959522018908,34,42,218.0,10.0,4.220265085150298,0.14334470989761092,81.4,2.6,0.9620066188500884,0.9234862603162828,13.233333333333336,2014.0
2012,Reggie Bush,16,227,986.0,6,4.0,2.0,43.0,-18.592693130274846,35,51,272.0,14.0,7.492517809945513,0.102,171.8,4.0,1.859447356280882,1.744141560920254,34.4340382678751,2013.0
2012,DeAngelo Williams,16,173,737.0,5,2.0,2.0,32.0,-14.574506016804442,13,20,213.0,5.0,0.7556335884437431,0.05865102639296188,130.4,3.333333,1.2979402169795042,1.353353127143291,27.720372608257794,2013.0
2012,Maurice Jones-Drew,6,86,414.0,1,1.0,0.0,21.0,-0.009114844840951264,14,18,72.0,3.0,-14.126971124237194,0.12162162162162163,62.0,2.5,0.8708294674943264,0.8648680245588563,12.56666666666667,2014.0
2012,Pierre Thomas,15,105,473.0,1,0.0,0.0,16.0,2.9244283277657814,39,53,363.0,20.0,11.617066630387853,0.08660130718954248,94.7,2.3,0.6884751647828026,0.7476315530440031,11.233333333333334,2014.0
2012,Adrian Peterson,17,370,2196.0,12,3.0,2.0,92.0,22.877469107995143,41,54,191.0,10.0,-4.982413590006052,0.11203319502074689,318.1,14.0,10.68100900865194,7.605965136662904,89.43333333333335,2015.0
2012,Marshawn Lynch,18,351,1768.0,13,6.0,4.0,78.0,7.843323189016108,27,34,250.0,13.0,8.96776568426867,0.07674943566591422,277.0,12.0,8.986632226149714,6.433600421514374,76.10000000000001,2015.0
2012,Michael Bush,13,114,411.0,5,1.0,1.0,28.0,-10.586341961569275,9,11,84.0,6.0,5.589160270177077,0.047619047619047616,77.4,0.73,-0.7430061115026585,-0.1726747483475929,0.7666666666666668,2014.0
2012,Ahmad Bradshaw,14,221,1015.0,6,3.0,3.0,56.0,-0.7834356584766913,23,31,273.0,7.0,4.90356185018937,0.08401084010840108,156.0,2.0,0.1749267806370358,0.5717768457717237,14.293051359516609,2013.0
2012,Danny Woodhead,17,80,312.0,4,0.0,0.0,20.0,3.800321702234214,41,58,382.0,23.0,22.574266917200035,0.0935483870967742,119.0,1.75,-0.0356382913184449,0.4252312563781574,11.775427995971796,2013.0
2012,Darren McFadden,12,216,707.0,2,1.0,1.0,33.0,-53.779886313909465,42,62,260.0,11.0,-14.96579468027835,0.1368653421633554,110.5,1.75,0.1870008323261125,0.4252312563781574,7.566666666666668,2014.0
2012,Jonathan Stewart,9,93,336.0,1,1.0,0.0,14.0,-15.53634515561862,17,23,179.0,5.0,5.286724788301891,0.08778625954198473,61.300000000000004,4.0,3.2372168675815227,1.744141560920254,16.80076213338798,2017.0
2012,Rashard Mendenhall,6,51,182.0,0,3.0,1.0,8.0,-11.82896293682279,9,11,98.0,5.0,2.4446189794689417,0.07971014492753623,28.400000000000002,2.5,0.5960569245479974,0.8648680245588563,19.32829808660623,2013.0
2012,Chris Johnson,16,276,1243.0,6,3.0,3.0,45.0,-32.974083542123466,36,49,223.0,7.0,-10.462592418305576,0.09514563106796116,175.5,4.0,2.2384867378307542,1.744141560920254,22.56666666666667,2014.0
2012,Matt Forte,15,248,1094.0,5,2.0,1.0,45.0,-10.345905358307146,44,60,295.0,15.0,-10.047776835794103,0.13245033112582782,177.4,4.0,2.755661269933189,1.744141560920254,30.909090909090914,2016.0
2012,Jamaal Charles,16,285,1509.0,5,5.0,3.0,62.0,-3.199546914680492,35,48,255.0,11.0,-7.027319448243361,0.1256544502617801,204.5,7.0,4.973801278503609,3.5026886336430487,42.56666666666668,2014.0
2012,Justin Forsett,11,63,374.0,1,0.0,0.0,14.0,3.9921266171731986,3,5,43.0,2.0,1.0759572010720149,0.02824858757062147,47.2,1.15,-0.5409944640115989,0.0735218418335983,5.733131923464246,2013.0
2012,Lance Ball,10,42,158.0,1,0.0,0.0,10.0,-8.68890024785947,7,11,34.0,4.0,-3.5781025494918453,0.054455445544554455,31.900000000000002,1.323,-0.3952834342184061,0.1749313896939462,7.475327291037257,2013.0
2012,Arian Foster,18,405,1654.0,17,3.0,2.0,89.0,-17.09202630073289,55,75,380.0,16.0,-9.26724680680887,0.1179245283018868,312.8,1.5,0.1839428029500591,0.2786856669845912,8.181818181818183,2016.0
2012,Shonn Greene,16,276,1063.0,8,3.0,1.0,52.0,-5.200966245439771,19,31,132.0,3.0,-5.905126190336887,0.08244680851063829,167.4,3.333333,1.2979402169795042,1.353353127143291,27.720372608257794,2013.0
2012,Knowshon Moreno,9,148,557.0,4,1.0,1.0,34.0,-5.603793878436797,23,28,127.0,12.0,7.3268288488616236,0.09523809523809523,102.5,3.0,1.3267152242731357,1.157959203345989,15.900000000000002,2014.0
2012,Donald Brown,10,108,417.0,1,0.0,0.0,20.0,-11.39577262092839,9,13,99.0,2.0,-0.6463284815545194,0.03299492385786802,59.00000000000001,3.5,1.7826009810519452,1.451050382133121,19.233333333333334,2014.0
2012,LeSean McCoy,12,200,840.0,2,4.0,3.0,45.0,-16.266352610335137,54,67,478.0,19.0,10.481200914859073,0.14408602150537633,145.3,8.01,5.606350545057777,4.094732814793057,49.50000000000001,2015.0
2012,Andre Brown,8,73,385.0,8,0.0,0.0,25.0,17.917206512065604,12,17,73.0,2.0,2.7322981086379095,0.06967213114754098,97.1,2.023,0.1942987672569402,0.5852590399959319,14.524672708962733,2013.0
2012,Rashad Jennings,10,101,283.0,2,3.0,1.0,16.0,-22.54034103054952,19,26,155.0,5.0,-12.36576723680048,0.08754208754208755,53.300000000000004,0.63,-0.9789698136789988,-0.2312929841050194,0.4964753272910371,2013.0
2012,Joique Bell,16,82,414.0,3,1.0,1.0,16.0,-1.1904729328933548,52,69,429.0,28.0,13.222600694473659,0.10102489019033675,105.9,0.63,-0.9789698136789988,-0.2312929841050194,0.4964753272910371,2013.0
2012,LeGarrette Blount,10,41,151.0,2,0.0,0.0,7.0,-3.340495184471365,1,2,7.0,0.0,-0.830591734033078,0.03076923076923077,27.3,1.75,-0.0356382913184449,0.4252312563781574,11.775427995971796,2013.0
2012,Chris Ivory,6,40,217.0,2,0.0,0.0,7.0,1.4666175270685926,2,3,28.0,1.0,-5.004766143509187,0.028037383177570093,35.2,2.0,0.1749267806370358,0.5717768457717237,14.293051359516609,2013.0
2012,James Starks,6,71,255.0,1,1.0,0.0,12.0,-7.304909126034431,4,6,42.0,0.0,0.45475799730047584,0.04918032786885246,34.6,1.625,0.0730293931314101,0.3519584616813743,6.733333333333335,2014.0
2012,C.J. Spiller,16,207,1244.0,6,2.0,2.0,52.0,21.766285675170366,43,57,506.0,19.0,8.283711512718583,0.11198428290766209,212.3,4.0,2.2091250961408178,1.744141560920254,22.766666666666673,2015.0
2012,Ryan Mathews,12,184,707.0,1,2.0,2.0,34.0,-16.873689295483576,39,57,345.0,9.0,-4.148242722294526,0.13902439024390245,97.9,3.666667,1.926729248119911,1.5487476371229512,20.54444666666667,2015.0
2012,Toby Gerhart,15,50,169.0,1,2.0,2.0,10.0,-11.362853564428244,20,27,145.0,9.0,-2.512290915422511,0.06976744186046512,34.4,3.5,1.7826009810519452,1.451050382133121,19.233333333333334,2014.0
2012,Mark Ingram,16,156,602.0,5,0.0,0.0,28.0,-11.055181223984208,6,10,32.0,2.0,-2.1345462579047307,0.026954177897574125,93.10000000000001,4.0,2.2091250961408178,1.744141560920254,22.766666666666673,2015.0
2012,Ryan Williams,5,58,164.0,0,2.0,2.0,7.0,-21.46841335033752,7,10,35.0,3.0,-1.1223067674113385,0.05434782608695652,16.8,0.57,-0.8888895536718775,-0.2664639255594753,-0.3000000000000003,2014.0
2012,Shane Vereen,13,73,308.0,4,0.0,0.0,19.0,6.767576803744305,15,23,201.0,10.0,14.759335809649201,0.051685393258426963,96.2,4.116667,2.307964024182911,1.8125296980313703,23.54444666666667,2015.0
2012,Daniel Thomas,12,91,325.0,4,3.0,2.0,15.0,-11.139518307209695,15,22,144.0,5.0,0.6321603309083466,0.07534246575342465,68.1,0.645,-0.8205066901550561,-0.2225002487414054,0.2000000000000002,2014.0
2012,DeMarco Murray,10,161,663.0,4,2.0,2.0,39.0,-6.918181843324886,35,42,240.0,11.0,1.260994302923791,0.10966057441253264,111.4,8.0,5.597878661145266,4.088870991217314,49.433333333333344,2015.0
2012,Stevan Ridley,18,323,1415.0,13,5.0,3.0,91.0,2.604001341383763,7,16,58.0,3.0,-5.484042912779842,0.04507042253521127,219.9,1.25,-0.1206429797997404,0.1321400775910249,4.4333333333333345,2015.0
2012,Roy Helu,3,2,2.0,0,0.0,0.0,0.0,-1.2648300856817514,7,7,47.0,1.0,2.086911481682733,0.08139534883720931,4.7,2.05,0.5571077332011491,0.6010859636504369,9.766666666666667,2015.0
2012,Kendall Hunter,11,72,371.0,2,0.0,0.0,18.0,10.955366651382064,9,12,57.0,3.0,-2.781107541813981,0.05,55.1,0.87,-0.6153580996045919,-0.0906092182871957,1.7000000000000004,2014.0
2012,Delone Carter,7,32,122.0,3,0.0,0.0,11.0,5.90552935609594,1,2,11.0,1.0,0.2698646456701681,0.031746031746031744,31.5,0.6,-1.0042376223136564,-0.2488784548322473,0.1943605236656593,2013.0
2012,Owen Marecic,3,0,0.0,0,0.0,0.0,0.0,,0,5,0.0,0.0,-3.543224184133578,0.05,0.0,0.555,-1.042139335265643,-0.2752566609230892,-0.2588116817724061,2013.0
2012,Taiwan Jones,3,6,21.0,0,0.0,0.0,1.0,-1.8851802592398599,2,2,16.0,0.0,-1.8021117497701198,0.018518518518518517,3.2,1.451667,-0.0850106986280724,0.2503537150959543,5.5777800000000015,2014.0
2012,Bilal Powell,14,110,437.0,4,0.0,0.0,23.0,-3.8536723617583943,17,36,120.0,9.0,-13.064383964584751,0.0962566844919786,81.7,2.0,0.5147483136385936,0.5717768457717237,9.433333333333335,2015.0
2012,Anthony Sherman,6,0,0.0,0,0.0,0.0,0.0,,5,8,41.0,1.0,-1.9764274177872396,0.03225806451612903,3.9000000000000004,1.1875,0.2717473476955316,0.0955036802426333,1.4224137931034482,2020.0
2012,Jacquizz Rodgers,18,114,458.0,1,0.0,0.0,19.0,-20.522521875867177,55,64,447.0,17.0,6.326363356409765,0.09302325581395349,98.80000000000001,0.785,-0.5145855817315075,-0.1404347186810083,1.333333333333334,2015.0
2012,Dion Lewis,6,13,69.0,1,0.0,0.0,5.0,3.6842741044820286,2,2,29.0,1.0,-0.34612978709628806,0.024691358024691357,15.3,0.615,-0.8478598355617846,-0.2400857194686333,0.0,2014.0
2012,Evan Royster,16,23,88.0,2,0.0,0.0,8.0,2.090698714222526,16,24,115.0,3.0,-4.960644806211349,0.0718562874251497,38.1,0.66,-0.6204841306378965,-0.2137075133777914,0.5000000000000006,2015.0
2012,Jordan Todman,1,3,8.0,0,0.0,0.0,0.0,-0.9060472322744317,1,1,3.0,0.0,-1.4195673282956704,0.023809523809523808,0.8,0.645,-0.8205066901550561,-0.2225002487414054,0.2000000000000002,2014.0
2012,Shaun Chapas,2,0,0.0,0,0.0,0.0,0.0,,1,2,3.0,0.0,-0.698397064814344,0.021052631578947368,0.6000000000000001,0.102,-1.423683245648974,-0.5407972689042313,-4.820745216515607,2013.0
2012,Da'Rel Scott,1,6,9.0,0,0.0,0.0,1.0,-1.674209954657155,0,0,0.0,0.0,,,0.9,0.555,-1.042139335265643,-0.2752566609230892,-0.2588116817724061,2013.0
2012,Anthony Allen,6,16,61.0,1,0.0,0.0,4.0,0.839569445757661,2,4,14.0,1.0,-0.2525304164737463,0.02857142857142857,13.3,0.555,-1.042139335265643,-0.2752566609230892,-0.2588116817724061,2013.0
2012,Baron Batch,8,25,49.0,1,0.0,0.0,4.0,-5.075469016388524,4,5,30.0,3.0,1.1235005831695162,0.03205128205128205,14.0,0.48,-1.1053088568522873,-0.3192203377411591,-1.0140986908358505,2013.0
2012,Matt Asiata,3,3,9.0,0,0.0,0.0,0.0,-1.2772402244154364,1,1,4.0,0.0,-0.4885431184666231,0.037037037037037035,1.1,0.775,-0.5057120216336687,-0.1462965422567509,1.065293655556694,2017.0
2012,Chris Rainey,14,26,102.0,2,0.0,0.0,5.0,1.7891986647922944,14,22,81.0,1.0,-14.665962163721257,0.05116279069767442,26.2,0.525,-1.0674071439003008,-0.2928421316503172,-0.5609264853977839,2013.0
2012,Alfred Morris,17,351,1693.0,13,4.0,3.0,86.0,-0.37647994151407493,11,16,65.0,3.0,-0.8795581996716866,0.05333333333333334,249.0,1.75,0.441114649648372,0.4252312563781574,10.454545454545457,2016.0
2012,Travaris Cadet,4,1,5.0,0,0.0,0.0,0.0,-0.57102210377343,5,8,54.0,3.0,1.212292768759653,0.08247422680412371,4.9,0.88,-0.2442750062835701,-0.0847473947114531,1.614769510398931,2018.0
2012,Brandon Bolden,8,56,274.0,2,0.0,0.0,18.0,3.5128722748992502,2,2,10.0,1.0,0.18578381603583694,0.029850746268656716,40.5,0.88,-0.2442750062835701,-0.0847473947114531,1.614769510398931,2018.0
2012,LaMichael James,7,38,190.0,1,2.0,1.0,11.0,1.7223805668848584,5,7,25.0,3.0,0.5591583880013786,0.05185185185185185,27.0,0.57,-0.8888895536718775,-0.2664639255594753,-0.3000000000000003,2014.0
2012,Bernard Pierce,19,147,734.0,1,0.0,0.0,31.0,-7.207201179972307,8,12,54.0,5.0,0.9164411823730916,0.047058823529411764,84.9,0.76,-0.5772858632769472,-0.1550892776203649,1.454545454545455,2016.0
2012,Robert Turbin,17,92,394.0,0,0.0,0.0,17.0,-11.661482842202531,22,27,166.0,9.0,3.439325752811547,0.06994818652849741,61.800000000000004,0.66,-0.6204841306378965,-0.2137075133777914,0.5000000000000006,2015.0
2012,Cyrus Gray,4,7,44.0,0,0.0,0.0,3.0,1.4481283953064121,2,3,12.0,0.0,-1.285815875504936,0.038461538461538464,6.2,0.675,-0.6647242911543736,-0.2049147780141774,0.6818181818181825,2016.0
2012,Cyrus Gray,4,7,44.0,0,0.0,0.0,3.0,1.4481283953064121,2,3,12.0,0.0,-1.285815875504936,0.038461538461538464,6.2,0.675,-0.6647242911543736,-0.2049147780141774,0.6818181818181825,2016.0
2012,Bryce Brown,16,115,564.0,4,4.0,3.0,33.0,-21.59117614541049,13,19,91.0,3.0,-5.96122801184123,0.09178743961352658,80.0,0.53772,-0.9183215381295174,-0.2853858920619725,-0.5152000000000002,2014.0
2012,Jonathan Grimes,2,2,6.0,0,0.0,0.0,0.0,-0.2529405012028292,2,2,6.0,1.0,0.49936881428584456,0.021052631578947368,1.3,0.775,-0.5057120216336687,-0.1462965422567509,1.065293655556694,2017.0
2012,Vick Ballard,17,233,905.0,2,3.0,0.0,52.0,-18.54992384678917,18,29,121.0,8.0,2.367018361379939,0.05311355311355311,124.0,0.525,-0.8190273991733614,-0.2928421316503172,-0.6818181818181815,2016.0
2012,Dan Herron,2,4,5.0,0,0.0,0.0,0.0,-2.414945090247784,0,1,0.0,0.0,-0.7714622330386192,0.04,0.5,0.525,-1.0674071439003008,-0.2928421316503172,-0.5609264853977839,2013.0
2012,Daryl Richardson,16,98,475.0,0,2.0,2.0,19.0,-7.663986691042848,24,36,183.0,7.0,-12.152130947082496,0.07758620689655173,61.800000000000004,0.1071,-1.3109485872976991,-0.5378077388806026,-3.386000000000001,2014.0
2012,Doug Martin,16,319,1454.0,11,1.0,1.0,58.0,-4.3987721796291925,49,70,436.0,18.0,12.980267462495249,0.1252236135957066,262.6,7.15,5.996026538331932,3.5906159872791887,59.54545454545456,2016.0
2012,Lamar Miller,9,51,250.0,1,0.0,0.0,12.0,0.7209310916659888,6,9,40.0,4.0,1.161909221089445,0.055900621118012424,35.5,6.5,5.327379736916319,3.2095974548559165,53.63636363636365,2016.0
2012,Isaiah Pead,8,10,54.0,0,0.0,0.0,2.0,1.173918938904535,3,4,17.0,0.0,-1.245837845664937,0.026845637583892617,7.0,0.585,-0.68402325998173,-0.2576711901958613,0.0,2015.0
2012,Ronnie Hillman,15,107,413.0,1,2.0,1.0,24.0,-18.14017238465584,13,16,86.0,4.0,0.7641307370505173,0.040100250626566414,53.50000000000001,2.0,0.698286496346685,0.5717768457717237,12.727272727272728,2016.0
2013,Steven Jackson,12,157,543.0,6,0.0,0.0,26.0,-21.998009214448587,33,49,202.0,10.0,-10.929909962679288,0.10040983606557377,115.4,0.97,-0.3578557293500518,-0.0319909825297692,2.5666666666666673,2015.0
2013,Frank Gore,19,324,1292.0,10,3.0,3.0,61.0,-36.137241201721466,19,31,115.0,8.0,-6.169521004915603,0.07969151670951156,200.9,4.0,2.2091250961408178,1.744141560920254,22.766666666666673,2015.0
2013,Darren Sproles,17,60,251.0,2,1.0,1.0,13.0,-4.19787782057009,80,102,559.0,26.0,27.426508749630308,0.1493411420204978,113.80000000000001,3.5,1.7826009810519452,1.451050382133121,19.233333333333334,2014.0
2013,Fred Jackson,16,206,890.0,9,2.0,0.0,54.0,2.9824757538966544,47,66,399.0,16.0,5.888354848726773,0.13279678068410464,187.70000000000002,2.6,0.9620066188500884,0.9234862603162828,13.233333333333336,2014.0
2013,Reggie Bush,14,223,1006.0,4,5.0,4.0,47.0,-27.561463544261642,54,80,470.0,22.0,13.002052348281723,0.1436265709156194,185.20000000000002,2.5,0.9383425092641496,0.8648680245588563,12.76666666666667,2015.0
2013,DeAngelo Williams,16,206,856.0,3,1.0,1.0,35.0,-16.11269132764216,26,37,373.0,10.0,8.93457103165565,0.08685446009389672,138.9,2.0,0.5147483136385936,0.5717768457717237,9.433333333333335,2015.0
2013,Maurice Jones-Drew,15,234,803.0,5,1.0,1.0,43.0,-27.003258030342824,43,60,330.0,13.0,-2.0880222099949606,0.1092896174863388,144.02,2.5,0.8708294674943264,0.8648680245588563,12.56666666666667,2014.0
2013,Pierre Thomas,16,147,549.0,2,0.0,0.0,31.0,-5.276891228741944,77,84,642.0,21.0,8.075683700901958,0.13043478260869565,136.20000000000002,2.3,0.6884751647828026,0.7476315530440031,11.233333333333334,2014.0
2013,Adrian Peterson,14,279,1266.0,10,3.0,2.0,59.0,-4.322917384552763,29,40,157.0,11.0,-6.485818227121103,0.08565310492505353,203.70000000000002,14.0,10.68100900865194,7.605965136662904,89.43333333333335,2015.0
2013,Marshawn Lynch,19,366,1545.0,16,3.0,1.0,82.0,-5.995028384749994,37,47,285.0,12.0,7.219389815740418,0.12634408602150538,292.40000000000003,12.0,8.986632226149714,6.433600421514374,76.10000000000001,2015.0
2013,Michael Bush,14,63,197.0,3,0.0,0.0,10.0,-11.88735977472967,4,8,47.0,2.0,-3.239172322093509,0.0365296803652968,48.5,0.73,-0.7430061115026585,-0.1726747483475929,0.7666666666666668,2014.0
2013,Ahmad Bradshaw,3,41,186.0,2,0.0,0.0,11.0,2.155785081733484,7,8,39.0,2.0,1.2923137616575961,0.08695652173913043,34.800000000000004,0.855,-0.6290346723079562,-0.0994019536508097,1.6000000000000003,2014.0
2013,Danny Woodhead,18,130,512.0,3,1.0,1.0,28.0,-3.721912986889947,81,94,482.0,33.0,27.2964629831759,0.16262975778546712,164.1,2.75,1.098772345883731,1.0114136139524226,14.233333333333334,2014.0
2013,Darren McFadden,10,114,379.0,5,1.0,1.0,16.0,-23.154223892095764,17,25,125.0,3.0,1.01639178510837,0.08650519031141868,81.34,1.75,0.1870008323261125,0.4252312563781574,7.566666666666668,2014.0
2013,Jonathan Stewart,6,48,180.0,0,1.0,0.0,7.0,-5.312666406214703,7,7,42.0,3.0,1.725978437869344,0.05185185185185185,22.400000000000002,4.0,3.2372168675815227,1.744141560920254,16.80076213338798,2017.0
2013,Chris Johnson,16,279,1077.0,6,2.0,1.0,54.0,-23.138394421343456,42,52,396.0,10.0,8.749919347910408,0.10276679841897234,198.20000000000002,4.0,2.2384867378307542,1.744141560920254,22.56666666666667,2014.0
2013,Matt Forte,16,289,1339.0,9,2.0,2.0,74.0,-4.767700133937579,74,94,515.0,23.0,20.722963710055613,0.1649122807017544,263.3,4.0,2.755661269933189,1.744141560920254,30.909090909090914,2016.0
2013,Jamaal Charles,16,262,1305.0,12,4.0,2.0,73.0,5.5835292672444385,70,104,657.0,32.0,20.63896631476179,0.20594059405940593,309.8,7.0,4.973801278503609,3.5026886336430487,42.56666666666668,2014.0
2013,Justin Forsett,8,6,31.0,0,0.0,0.0,1.0,-0.9217436815964186,15,16,108.0,5.0,-5.448185461165849,0.06060606060606061,11.3,0.73,-0.7430061115026585,-0.1726747483475929,0.7666666666666668,2014.0
2013,Arian Foster,8,121,542.0,1,0.0,0.0,31.0,-2.172970538031355,22,35,209.0,6.0,-7.51709192834096,0.12280701754385964,86.5,1.5,0.1839428029500591,0.2786856669845912,8.181818181818183,2016.0
2013,Knowshon Moreno,19,283,1196.0,11,2.0,0.0,64.0,6.388159535179927,66,82,524.0,30.0,29.598333769466507,0.10275689223057644,263.8,3.0,1.3267152242731357,1.157959203345989,15.900000000000002,2014.0
2013,Donald Brown,17,130,655.0,7,1.0,0.0,25.0,12.352401628495201,32,42,289.0,13.0,3.7627390029099317,0.0743362831858407,151.9,3.5,1.7826009810519452,1.451050382133121,19.233333333333334,2014.0
2013,LeSean McCoy,17,335,1684.0,10,1.0,1.0,85.0,12.31588857285999,56,69,599.0,23.0,15.966540759288257,0.1311787072243346,293.8,8.01,5.606350545057777,4.094732814793057,49.50000000000001,2015.0
2013,Andre Brown,8,139,492.0,3,3.0,3.0,31.0,-30.58994770049835,20,29,117.0,3.0,-5.791348792437276,0.13004484304932734,73.5,0.645,-0.8205066901550561,-0.2225002487414054,0.2000000000000002,2014.0
2013,Rashad Jennings,15,163,733.0,6,0.0,0.0,34.0,3.9787944798299577,36,47,312.0,12.0,1.926086488214699,0.1172069825436409,138.5,2.5,0.8708294674943264,0.8648680245588563,12.56666666666667,2014.0
2013,Joique Bell,16,166,650.0,8,4.0,3.0,43.0,-7.479601842339874,53,69,546.0,22.0,17.913992389201603,0.11075441412520064,163.70000000000002,3.1,1.4178923756288977,1.2165774391034152,16.566666666666674,2014.0
